 2016-03-08 17:45:51,845 [P3100/D2/T6] INFO  umbraco.content - Loaded Xml from file.
 2016-03-08 17:45:52,979 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-03-08 17:45:52,988 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 8ms)
 2016-03-08 17:45:56,152 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-03-08 17:45:56,157 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 5ms)
 2016-03-08 17:45:56,350 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2016-03-08 17:45:56,354 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 3ms)
 2016-03-08 17:45:59,805 [P3100/D2/T9] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2016-03-08 17:46:32,810 [P3100/D2/T9] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username ghergheliviamarina@yahoo.com from IP address ::1
 2016-03-08 17:46:32,810 [P3100/D2/T9] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: ghergheliviamarina@yahoo.com logged in from IP address ::1
 2016-03-08 17:46:33,030 [P3100/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-03-08 17:46:33,046 [P3100/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 15ms)
 2016-03-08 17:46:33,156 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-03-08 17:46:33,167 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 10ms)
 2016-03-08 17:46:33,316 [P3100/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-03-08 17:46:33,316 [P3100/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-03-08 17:46:33,319 [P3100/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-03-08 17:46:33,328 [P3100/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 9ms)
 2016-03-08 17:46:33,451 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-03-08 17:46:33,456 [P3100/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 4ms)
 2016-03-08 17:46:58,614 [P3100/D2/T5] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-03-07 17:46:58
 2016-03-08 17:56:12,271 [P3100/D2/T88] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-03-08 17:56:12,280 [P3100/D2/T88] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 9ms)
 2016-03-08 18:16:29,435 [P3100/D2/T265] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: ghergheliviamarina@yahoo.com, IP Address: ::1
 2016-03-08 18:29:25,099 [P3100/D2/T411] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username ghergheliviamarina@yahoo.com from IP address ::1
 2016-03-08 18:29:25,099 [P3100/D2/T411] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: ghergheliviamarina@yahoo.com logged in from IP address ::1
 2016-03-08 18:30:18,654 [P3100/D2/T430] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-03-08 18:30:18,655 [P3100/D2/T430] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2016-03-08 18:30:33,167 [P3100/D2/T430] INFO  Umbraco.Web.Editors.AuthenticationController - User ghergheliviamarina@yahoo.com from IP address ::1 has logged out
 2016-03-08 18:30:45,959 [P3100/D2/T419] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:30:58,639 [P3100/D2/T412] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username ghergheliviamarina@yahoo.com from IP address ::1
 2016-03-08 18:30:58,639 [P3100/D2/T412] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: ghergheliviamarina@yahoo.com logged in from IP address ::1
 2016-03-08 18:31:30,367 [P3100/D2/T318] INFO  Umbraco.Web.Editors.AuthenticationController - User ghergheliviamarina@yahoo.com from IP address ::1 has logged out
 2016-03-08 18:31:36,253 [P3100/D2/T348] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:31:37,240 [P3100/D2/T318] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:31:37,465 [P3100/D2/T426] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:31:37,632 [P3100/D2/T318] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:31:37,799 [P3100/D2/T426] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:31:43,301 [P3100/D2/T394] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username janewilfred@aarhuscoop.com from IP address ::1
 2016-03-08 18:31:51,166 [P3100/D2/T426] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username ghergheliviamarina@yahoo.com from IP address ::1
 2016-03-08 18:31:51,166 [P3100/D2/T426] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: ghergheliviamarina@yahoo.com logged in from IP address ::1
 2016-03-08 18:35:35,087 [P3100/D2/T417] INFO  Umbraco.Web.Editors.AuthenticationController - User ghergheliviamarina@yahoo.com from IP address ::1 has logged out
 2016-03-08 18:35:44,850 [P3100/D2/T372] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username timhansson@aarhuscoop.com from IP address ::1
 2016-03-08 18:35:47,414 [P3100/D2/T417] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username timhansson@aarhuscoop.com from IP address ::1
 2016-03-08 18:35:57,433 [P3100/D2/T372] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username Tim Hansson from IP address ::1
 2016-03-08 18:35:57,433 [P3100/D2/T372] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: Tim Hansson logged in from IP address ::1
 2016-03-08 18:38:27,037 [P3100/D2/T412] INFO  Umbraco.Web.Editors.AuthenticationController - User Tim Hansson from IP address ::1 has logged out
 2016-03-08 18:38:31,763 [P3100/D2/T428] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username ghergheliviamarina@yahoo.com from IP address ::1
 2016-03-08 18:38:31,763 [P3100/D2/T428] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: ghergheliviamarina@yahoo.com logged in from IP address ::1
